capture,ue_ip,direction,window_index,window_s,throughput_mbps,lf_raw,lf_used
250826_1430_1600.pcap,10.1.17.223,UL,379,5,0.726091,0.00899741,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,380,5,0.672426,0.00833241,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,381,5,0.623250,0.00772304,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,382,5,0.440246,0.00545535,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,383,5,0.085430,0.00105862,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,384,5,0.079112,0.00098032,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,385,5,0.027181,0.00033681,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,386,5,0.002123,0.00002631,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,387,5,0.011899,0.00014745,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,388,5,0.004589,0.00005686,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,389,5,0.012808,0.00015871,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,390,5,0.001387,0.00001719,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,391,5,0.010533,0.00013052,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,392,5,0.000250,0.00000309,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,393,5,0.010678,0.00013232,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,394,5,0.028974,0.00035904,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,395,5,0.010365,0.00012844,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,396,5,0.006000,0.00007435,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,397,5,0.019181,0.00023768,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,398,5,0.390398,0.00483765,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,399,5,0.386275,0.00478656,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,400,5,0.110894,0.00137416,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,401,5,0.870518,0.01078709,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,402,5,0.512714,0.00635333,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,403,5,0.680002,0.00842629,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,404,5,0.407818,0.00505350,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,405,5,0.092112,0.00114141,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,406,5,0.059606,0.00073862,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,407,5,0.028554,0.00035382,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,408,5,0.001435,0.00001778,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,409,5,0.011885,0.00014727,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,410,5,0.004995,0.00006190,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,411,5,0.011242,0.00013930,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,412,5,0.001294,0.00001604,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,413,5,0.010443,0.00012941,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,414,5,0.042621,0.00052814,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,415,5,0.000710,0.00000880,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,417,5,0.001082,0.00001340,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,418,5,0.000166,0.00000206,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,425,5,0.000186,0.00000230,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,426,5,0.000083,0.00000103,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,427,5,0.000166,0.00000206,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,428,5,0.000250,0.00000309,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,429,5,0.000083,0.00000103,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,433,5,0.000128,0.00000159,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,438,5,0.000083,0.00000103,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,439,5,0.000096,0.00000119,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,441,5,0.000230,0.00000286,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,442,5,0.000064,0.00000079,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,446,5,0.000083,0.00000103,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,447,5,0.000083,0.00000103,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,449,5,0.000083,0.00000103,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,451,5,0.000250,0.00000309,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,452,5,0.000250,0.00000309,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,454,5,0.000186,0.00000230,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,461,5,0.000352,0.00000436,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,463,5,0.000166,0.00000206,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,464,5,0.000147,0.00000182,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,467,5,0.000186,0.00000230,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,480,5,0.000186,0.00000230,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,482,5,0.000499,0.00000619,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,486,5,0.000518,0.00000642,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,504,5,0.000704,0.00000872,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,521,5,0.000166,0.00000206,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,525,5,0.000691,0.00000857,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,526,5,0.000378,0.00000468,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,528,5,0.000186,0.00000230,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,579,5,0.011366,0.00014085,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,585,5,0.000083,0.00000103,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,602,5,0.000314,0.00000389,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,771,5,0.000128,0.00000159,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,820,5,0.001965,0.00002435,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,821,5,0.005894,0.00007304,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,822,5,0.003930,0.00004869,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,823,5,0.036710,0.00045490,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,859,5,0.013986,0.00017330,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,874,5,0.045046,0.00055820,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,899,5,0.026258,0.00032537,0.30000
250826_1430_1600.pcap,10.1.17.223,UL,1027,5,0.000125,0.00000155,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,3,5,8.678792,0.00949540,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,4,5,0.870776,0.00095271,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,5,5,0.174130,0.00019051,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,6,5,0.925914,0.00101303,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,7,5,1.065582,0.00116585,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,9,5,1.247790,0.00136520,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,13,5,1.233248,0.00134929,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,15,5,0.000216,0.00000024,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,18,5,0.860107,0.00094104,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,22,5,0.961776,0.00105227,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,27,5,0.861776,0.00094286,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,29,5,0.000651,0.00000071,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,31,5,0.997922,0.00109182,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,33,5,0.000240,0.00000026,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,36,5,1.091512,0.00119421,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,37,5,0.000243,0.00000027,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,39,5,0.000437,0.00000048,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,41,5,1.121110,0.00122660,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,45,5,1.154576,0.00126321,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,49,5,1.084888,0.00118697,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,50,5,0.014136,0.00001547,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,51,5,0.008234,0.00000901,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,53,5,0.000813,0.00000089,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,54,5,1.191408,0.00130351,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,57,5,0.000158,0.00000017,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,59,5,0.825253,0.00090290,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,61,5,0.000155,0.00000017,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,62,5,0.000373,0.00000041,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,63,5,0.000128,0.00000014,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,64,5,0.029746,0.00003254,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,65,5,0.393704,0.00043075,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,66,5,1.480586,0.00161990,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,67,5,0.029413,0.00003218,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,68,5,1.212443,0.00132652,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,69,5,0.000330,0.00000036,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,71,5,1.185395,0.00129693,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,73,5,0.000170,0.00000019,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,75,5,1.276973,0.00139713,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,77,5,0.000374,0.00000041,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,80,5,0.892486,0.00097646,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,81,5,0.000176,0.00000019,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,83,5,0.000178,0.00000019,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,84,5,0.961763,0.00105226,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,85,5,0.000181,0.00000020,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,87,5,0.000182,0.00000020,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,88,5,1.488750,0.00162883,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,89,5,0.012922,0.00001414,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,93,5,0.899075,0.00098367,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,98,5,1.037574,0.00113520,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,102,5,1.088146,0.00119053,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,105,5,0.000096,0.00000011,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,106,5,0.420566,0.00046014,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,110,5,1.137022,0.00124401,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,113,5,0.000200,0.00000022,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,114,5,0.000173,0.00000019,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,115,5,1.150976,0.00125927,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,120,5,0.729078,0.00079768,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,123,5,0.002142,0.00000234,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,124,5,0.010406,0.00001139,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,147,5,0.000096,0.00000011,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,151,5,1.599610,0.00175012,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,152,5,1.069163,0.00116976,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,153,5,0.534494,0.00058479,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,154,5,0.157019,0.00017179,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,156,5,0.139368,0.00015248,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,157,5,1.760806,0.00192648,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,161,5,1.403970,0.00153607,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,163,5,0.080510,0.00008809,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,165,5,1.213187,0.00132734,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,166,5,0.051069,0.00005587,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,169,5,1.470301,0.00160864,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,173,5,0.031374,0.00003433,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,175,5,1.656490,0.00181235,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,177,5,0.005798,0.00000634,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,178,5,0.000734,0.00000080,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,180,5,1.562597,0.00170962,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,183,5,0.000158,0.00000017,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,185,5,1.350157,0.00147720,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,186,5,0.000155,0.00000017,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,189,5,0.089314,0.00009772,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,191,5,0.000168,0.00000018,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,194,5,1.053326,0.00115244,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,198,5,1.275102,0.00139508,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,203,5,0.822970,0.00090040,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,208,5,1.531565,0.00167567,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,210,5,0.010312,0.00001128,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,211,5,0.001440,0.00000158,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,212,5,0.015445,0.00001690,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,213,5,0.858315,0.00093908,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,214,5,1.074925,0.00117607,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,215,5,0.669656,0.00073267,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,216,5,0.230085,0.00025173,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,218,5,1.979958,0.00216626,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,221,5,0.000200,0.00000022,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,222,5,1.130194,0.00123654,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,225,5,0.000594,0.00000065,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,227,5,1.222194,0.00133719,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,230,5,0.014128,0.00001546,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,231,5,1.447179,0.00158335,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,233,5,0.008619,0.00000943,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,236,5,0.207709,0.00022725,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,237,5,1.449138,0.00158549,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,241,5,1.247562,0.00136495,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,242,5,0.323072,0.00035347,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,245,5,0.005813,0.00000636,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,246,5,1.383786,0.00151399,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,250,5,0.216574,0.00023695,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,251,5,0.927542,0.00101482,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,254,5,0.000155,0.00000017,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,255,5,1.018469,0.00111430,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,259,5,1.205794,0.00131925,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,265,5,0.842965,0.00092228,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,269,5,1.500139,0.00164129,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,270,5,0.000856,0.00000094,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,272,5,0.000267,0.00000029,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,273,5,0.000269,0.00000029,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,296,5,0.000096,0.00000011,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,299,5,0.983557,0.00107610,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,300,5,0.319923,0.00035003,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,301,5,0.345843,0.00037838,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,302,5,1.198918,0.00131173,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,303,5,0.652267,0.00071364,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,304,5,0.409938,0.00044851,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,305,5,0.731352,0.00080017,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,306,5,0.494885,0.00054145,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,307,5,0.425744,0.00046580,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,308,5,0.568373,0.00062185,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,309,5,0.327250,0.00035804,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,310,5,0.390658,0.00042742,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,311,5,0.884259,0.00096746,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,312,5,0.549518,0.00060122,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,313,5,0.397237,0.00043461,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,314,5,0.206077,0.00022547,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,315,5,0.176107,0.00019268,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,316,5,0.198634,0.00021732,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,317,5,0.271485,0.00029703,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,318,5,0.332118,0.00036337,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,319,5,0.310706,0.00033994,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,320,5,0.411078,0.00044976,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,321,5,0.614490,0.00067231,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,322,5,0.418666,0.00045806,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,323,5,0.344728,0.00037716,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,324,5,0.230531,0.00025222,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,325,5,0.289870,0.00031714,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,326,5,0.306165,0.00033497,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,327,5,0.216026,0.00023635,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,328,5,0.274218,0.00030002,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,329,5,0.312749,0.00034218,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,330,5,0.296675,0.00032459,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,331,5,0.012928,0.00001414,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,332,5,0.315277,0.00034494,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,333,5,0.314485,0.00034408,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,334,5,0.293205,0.00032079,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,335,5,0.408298,0.00044672,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,336,5,0.491648,0.00053791,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,337,5,0.305613,0.00033437,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,338,5,0.481542,0.00052685,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,339,5,0.359725,0.00039357,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,340,5,0.348350,0.00038113,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,341,5,0.643669,0.00070423,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,342,5,0.493998,0.00054048,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,343,5,0.285634,0.00031251,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,344,5,0.391869,0.00042874,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,345,5,0.313339,0.00034282,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,346,5,0.281509,0.00030800,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,347,5,0.364210,0.00039848,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,348,5,0.185011,0.00020242,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,349,5,0.019782,0.00002164,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,350,5,0.270070,0.00029548,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,351,5,0.211632,0.00023154,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,352,5,0.241301,0.00026401,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,353,5,0.335427,0.00036699,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,354,5,0.399917,0.00043755,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,355,5,0.335080,0.00036661,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,356,5,0.615115,0.00067299,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,357,5,0.179461,0.00019635,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,358,5,0.066283,0.00007252,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,360,5,0.031510,0.00003448,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,361,5,1.535173,0.00167962,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,362,5,0.337987,0.00036979,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,363,5,0.360774,0.00039472,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,364,5,0.296051,0.00032391,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,365,5,0.514120,0.00056249,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,366,5,0.422965,0.00046276,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,367,5,0.308195,0.00033719,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,368,5,0.404962,0.00044307,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,369,5,0.316355,0.00034612,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,370,5,0.383778,0.00041989,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,371,5,0.421067,0.00046069,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,372,5,0.514379,0.00056278,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,373,5,0.437213,0.00047835,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,374,5,0.607147,0.00066427,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,375,5,0.403546,0.00044152,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,376,5,0.349547,0.00038244,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,377,5,0.362517,0.00039663,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,378,5,0.313506,0.00034300,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,379,5,0.255312,0.00027933,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,380,5,0.424627,0.00046458,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,381,5,0.450558,0.00049295,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,382,5,0.346499,0.00037910,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,383,5,0.470746,0.00051504,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,384,5,0.492579,0.00053893,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,385,5,0.426222,0.00046633,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,386,5,0.560830,0.00061360,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,387,5,0.272184,0.00029779,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,388,5,0.355496,0.00038895,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,389,5,0.401411,0.00043918,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,390,5,0.334197,0.00036564,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,391,5,0.140851,0.00015410,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,392,5,0.673691,0.00073708,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,393,5,0.659112,0.00072113,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,394,5,0.419421,0.00045888,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,395,5,0.619341,0.00067762,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,396,5,0.579312,0.00063382,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,397,5,0.436333,0.00047739,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,398,5,0.634990,0.00069474,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,399,5,0.337781,0.00036956,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,400,5,0.243509,0.00026642,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,401,5,0.406832,0.00044511,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,402,5,0.351205,0.00038425,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,403,5,0.272179,0.00029779,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,404,5,0.435242,0.00047619,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,405,5,0.162549,0.00017784,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,406,5,0.276976,0.00030304,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,407,5,0.355725,0.00038920,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,408,5,0.260523,0.00028504,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,409,5,0.383925,0.00042005,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,410,5,0.281216,0.00030768,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,411,5,0.443850,0.00048561,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,412,5,0.373387,0.00040852,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,413,5,0.284822,0.00031162,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,414,5,0.232037,0.00025387,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,415,5,0.437702,0.00047889,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,416,5,0.355194,0.00038861,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,417,5,0.444962,0.00048683,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,418,5,0.489760,0.00053584,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,419,5,0.294339,0.00032203,0.30000
250826_0929_1030.pcap,10.1.17.210,DL,443,5,0.000096,0.00000011,0.30000
